COVID-19 Vaccinations in the United States
Date generated: Tue Jan 04 2022 16:22:29 GMT-0500 (東部標準時間)
'Other' includes doses of vaccine administered or delivered that are not from Pfizer-BioNTech Moderna or J&J.

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Indian Health Svc,2541295,122013,N/A,2030663,97496,1823567,N/A,1029852,49.4,912413,N/A,820830,39.4,733243,N/A,1300915,1138480,101900,0,38031,970315,1022149,168,381110,403008,36706,6,380783,315813,36641,6,N/A,49.4,N/A,N/A,37.8,699918,0,1029852,172752,0,136753,0,77044,56315,3393,1,371270,0,0,998119,0,803157,0,381028,385440,36683,6,1981189,0,0,1029538,0,820685,0,381039,402956,36684,6,2030179,0,0,194809,23.7,193112,26.3,124614,35.1,58937,43.1,95846,97662,1183,118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Illinois,23217835,183224,235620,20006703,157883,18178516,184480,9201776,72.6,8211894,83.3,8162058,64.4,7345675,74.5,14291355,7788580,1137900,0,650058,7237861,12092299,26485,2729394,4817836,606446,8382,2721667,4011991,603835,8182,N/A,72.6,N/A,83.3,61,6918771,70.2,9201776,1948713,95,1773114,86.8,790151,896058,83265,3640,4863657,238037,1136330,8856730,81.7,7923263,73.1,2729279,4579217,606386,8381,19419368,179182,214230,9201185,77.2,8161848,68.4,2729296,4817781,606389,8382,20005981,167767,194701,3243664,39.7,3214146,43.8,2126028,56.9,1216541,68.6,1385623,1816231,40843,967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,11039970,163987,213777,8545638,126936,7942092,153790,3907008,58,3570137,69.1,3505345,52.1,3251448,63,6697170,3770900,571900,0,292246,3129715,5096190,27487,1218003,2007548,271913,7881,1217663,1754394,271623,7768,N/A,58,N/A,69.1,49,3043747,58.9,3907008,989364,91.1,929570,85.6,455123,440180,30495,3772,2513291,231481,1016810,3807787,66.7,3454579,60.6,1217976,1956852,271887,7864,8396885,147184,193513,3906781,61.9,3505300,55.5,1217994,2007528,271897,7881,8545369,135343,174852,1249701,35.7,1239723,38.1,901967,49.3,554641,59.7,501727,730380,17002,592,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kansas,5188055,178081,234429,4110740,141102,3760395,169918,2029550,69.7,1835012,82.9,1666787,57.2,1517325,68.6,2999435,1939620,249000,0,128660,1585216,2393493,3371,607490,940551,118135,611,607121,791666,118006,532,N/A,69.7,N/A,82.9,54.1,1426299,64.4,2029550,515548,95,419767,88.3,199839,201499,18177,252,1153791,242655,1091100,1969618,80.3,1630199,66.5,607474,904003,118115,607,4014401,163740,211611,2029423,74.4,1666768,61.1,607482,940545,118130,611,4110603,150683,190179,574939,34.5,569746,37.5,400462,49.3,246834,58.8,256881,309604,8327,127,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kentucky,7433545,166385,214545,5937661,132903,5521256,159353,2802614,62.7,2573440,74.3,2430033,54.4,2247331,64.9,4140525,2924020,369000,0,224619,2462179,3248749,2114,943674,1281759,203015,1585,943327,1099624,202871,1509,N/A,62.7,N/A,74.3,50.9,2092669,60.4,2802614,711816,94.8,634197,84.5,289735,305443,38237,782,1694631,225781,990395,2734954,71.9,2385824,62.7,943573,1237687,202984,1580,5825341,153050,195303,2802263,66.8,2429987,57.9,943665,1281745,202993,1584,5936593,141514,177197,883365,36.4,878128,39.1,643332,50.9,388601,61.3,405591,458820,18847,107,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louisiana,6871910,147821,192968,5687950,122353,5345074,150093,2682204,57.7,2485105,69.8,2344694,50.4,2201562,61.8,3999350,2558060,314500,0,186689,2347259,3151131,2871,927773,1246300,169596,1025,927257,1103882,169412,1011,N/A,57.7,N/A,69.8,47.5,2066840,58,2682204,666449,89.9,629201,84.9,298982,307855,22156,208,1654142,223224,927356,2642095,67.3,2327675,59.3,927747,1229337,169569,1022,5631451,143538,175156,2682004,61.7,2344637,53.9,927759,1246277,169576,1025,5687697,130832,158072,744587,31.8,740846,33.7,564220,45.3,352321,56,326796,407728,10034,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Massachusetts,14667220,212800,264765,13114037,190265,11923888,215244,6283806,91.2,5631443,95,5156701,74.8,4635625,83.7,8645440,5422480,599300,0,386997,5171824,7554791,425,1838109,2947630,370787,175,1832757,2433171,369541,156,N/A,91.2,N/A,95,71.2,4389760,79.2,6283806,1359321,95,1085953,92.9,491092,521445,73351,65,3060145,261700,1254330,6041294,95,4983856,82.8,1838073,2774849,370760,174,12698263,211049,243773,6283654,95,5156673,78.9,1838100,2947616,370782,175,13113932,200668,224436,2042504,39.6,2021030,43.6,1268523,54.4,688239,63.4,998329,1023134,21033,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maryland,13280810,219674,281911,10517952,173975,9515622,201988,4886785,80.8,4345845,92.2,4267296,70.6,3830900,81.3,8176590,4513320,590900,0,347397,3872924,6283044,14587,1457900,2490807,314822,3767,1457347,2055513,314493,3547,N/A,80.8,N/A,92.2,67.4,3635679,77.2,4886785,983043,95,887662,92.5,423647,408590,54365,1060,2417196,251950,1384290,4706771,91.2,4147917,80.3,1457838,2371645,314688,3746,10217875,197910,257236,4886255,86,4267185,75.1,1457868,2490768,314784,3765,10517330,185042,233663,1651090,38.7,1630786,42.6,1077404,55.7,590780,66.6,729170,892921,28700,299,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maine,2908270,216355,265506,2532859,188427,2335842,213247,1159748,86.3,1056654,95,1022259,76,933738,85.2,1638390,1119280,150600,0,139162,1037759,1353347,2591,372104,520785,128804,566,372026,432470,128725,517,N/A,86.3,N/A,95,69.4,845060,77.1,1159748,319611,95,278529,95,126827,127029,24442,231,777816,272664,1019500,1120864,94.6,991983,83.7,372085,490551,128782,565,2463423,207895,245437,1159626,90.5,1022227,79.8,372097,520779,128785,566,2532725,197765,227089,464138,45.4,460183,49.3,333606,61.3,197017,70.7,220589,234095,9155,299,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshall Islands,68980,88731,145132,48690,62631,45196,95091,26251,33.8,24361,51.3,23060,29.7,21611,45.5,9180,47700,12100,0,2581,42521,3586,2,18987,1505,2567,1,18951,101,2558,1,N/A,33.8,N/A,51.3,26.4,19068,40.1,26251,1386,37.1,1235,33.1,1121,1,113,0,2683,71892,1848340,26100,45.5,23014,40.1,18979,1470,2564,1,48490,84523,120239,26239,37.9,23053,33.3,18982,1504,2566,1,48672,70337,99685,1609,7,1606,7.4,642,12.4,168,13.6,1594,10,5,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michigan,17993970,180177,229429,14089732,141083,13060826,166530,6361901,63.7,5810903,74.1,5690977,57,5235740,66.8,10219330,6868040,906600,0,444076,5546027,8097634,1995,2093846,3188901,407211,1019,2093098,2734809,406899,934,N/A,63.7,N/A,74.1,54.2,4953123,63.2,6361901,1670440,94.6,1525841,86.4,762687,692396,70187,571,4150817,235120,1019260,6177021,71.9,5562054,64.7,2093788,3060070,407182,1014,13776913,160290,209354,6361570,67.5,5690926,60.4,2093827,3188884,407197,1018,14089369,149562,191010,2425302,42.6,2406808,46,1727318,57.4,1035363,67.9,1083058,1303316,38860,68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Minnesota,10830940,192050,249764,9218747,163464,8366469,192932,4043590,71.7,3593568,82.9,3702329,65.6,3316726,76.5,6631060,3708080,491800,0,345740,3396852,5473092,3063,1265719,2115836,319759,1015,1263451,1733061,319241,973,N/A,71.7,N/A,82.9,62.4,3136701,72.3,4043590,930632,95,872244,94.8,367187,454559,50215,283,2429647,263982,1176790,3868975,81,3574306,74.8,1265690,1987871,319741,1004,8917340,186630,226679,4043355,76.5,3702281,70,1265713,2115809,319744,1015,9218477,174328,204821,1754062,47.4,1737949,52.4,1149775,65.7,665218,76.3,725837,1002762,25219,244,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Missouri,9882695,161023,207322,8113947,132204,7531774,158003,3834912,62.5,3513135,73.7,3259014,53.1,3007186,63.1,5950735,3521460,410500,0,239524,2956549,4915566,2308,1124938,1905223,228263,590,1124466,1654266,228007,447,N/A,62.5,N/A,73.7,50.3,2836358,59.5,3834912,996006,93.8,875102,82.4,398562,436920,39459,161,2388100,224860,930541,3737854,71.4,3197588,61.1,1124924,1843845,228237,582,7954755,151933,188755,3834602,66.5,3258977,56.5,1124926,1905214,228247,590,8113613,140633,171297,1102818,33.8,1097283,36.5,803656,47.5,509077,58.2,460057,628904,13813,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northern Mariana Islands,113330,218569,314151,97048,187167,80014,221799,43626,84.1,34531,95,40387,77.9,32593,90.3,85310,24720,3300,0,1244,13384,82420,0,4889,34387,1111,0,4888,26594,1111,0,N/A,84.1,N/A,95,76.1,31651,87.7,43626,3136,83.5,3020,80.4,479,2427,114,0,7936,211401,3018910,39727,93.9,37444,88.5,4889,31444,1111,0,90203,213296,267983,43624,90.7,40387,84,4889,34387,1111,0,97046,201750,235604,14192,35.1,14041,43.1,7360,56.2,1902,63,3056,11000,136,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mississippi,4559575,153204,200195,3508260,117879,3283310,144159,1671819,56.2,1544887,67.8,1448979,48.7,1351772,59.4,2638675,1705000,215900,0,86940,1429740,1989309,2271,564251,803108,80859,761,563923,706346,80764,739,N/A,56.2,N/A,67.8,46.5,1287939,56.5,1671819,436314,89.6,399185,82,203727,177700,17393,365,1050833,215913,936848,1647901,65.4,1436052,57,564239,790208,80844,761,3471100,137664,180833,1671681,59.9,1448950,51.9,564243,803098,80848,761,3508105,125618,163269,426774,29.5,424942,31.4,339648,43,213576,53.5,203726,216608,6115,325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montana,1726035,161496,205434,1449586,135630,1349348,160600,664641,62.2,609546,72.5,578347,54.1,535152,63.7,938115,684320,103600,0,57815,615222,774766,1783,229795,295624,52506,422,229667,252628,52442,415,N/A,62.2,N/A,72.5,50.3,494861,58.9,664641,192803,93.4,173934,84.3,83499,80363,9868,204,475100,230143,836107,646677,70.5,566662,61.8,229775,283965,52500,422,1419899,154741,188104,664536,66,578320,57.4,229779,295618,52501,422,1449445,143848,171298,233008,40.3,231763,43.3,170628,54.7,110872,63.7,110922,117716,4104,266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,18826800,179507,229949,15053613,143531,13873955,169456,8085693,77.1,7424586,90.7,5972395,56.9,5481297,66.9,11081920,6849680,895200,0,491285,5642532,8918889,907,2100851,3410341,461071,132,2097783,2923750,459635,129,N/A,77.1,N/A,90.7,53.2,5088545,62.2,8085693,2093464,95,1485233,84.8,714068,718170,52935,60,4111220,234780,1075150,7879687,87.7,5846075,65.1,2100741,3284154,461048,132,14714005,163752,209524,8084799,81.8,5972064,60.5,2100795,3410083,461054,132,15052411,152378,190587,1239405,20.8,1229598,22.4,872435,29.5,518129,34.9,548973,668167,22254,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Dakota,1179940,154835,202777,1020643,133932,946435,162648,476119,62.5,436926,75.1,402053,52.8,371506,63.8,681680,446560,51700,0,38430,385600,596298,315,141550,225231,35268,4,141343,195040,35119,4,N/A,62.5,N/A,75.1,49.3,345429,59.4,476119,119577,95,101367,84.6,47714,49310,4342,1,286478,239040,984555,462590,72.6,393344,61.7,141544,216534,35262,4,996199,156329,185162,476052,67.2,402041,56.8,141546,225227,35264,4,1020564,144155,166667,148910,37,148211,39.9,105474,54.1,66021,65.1,65952,80717,2238,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nebraska,3411270,176347,233916,2883386,149058,2633911,180611,1289705,66.7,1156216,79.3,1162039,60.1,1051682,72.1,2098570,1166500,146200,0,89550,1052346,1735872,5618,403163,672581,84843,1452,402980,562559,84758,1385,N/A,66.7,N/A,79.3,57.1,995169,68.2,1289705,302428,95,282550,90.4,137358,137494,6821,877,794386,254238,1091750,1245581,77,1131509,70,403135,642109,84821,1444,2808335,173632,210910,1289469,71.5,1161983,64.4,403143,672560,84828,1452,2883088,159858,189144,480353,41.3,475791,45.2,323399,58.8,194991,69,192171,283273,4636,273,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Hampshire,2932510,215672,265516,2415002,177611,2227695,201700,1351180,95,1253675,95,916131,67.4,845625,76.6,1742190,1022420,167900,0,109224,908162,1397541,75,335005,500038,81003,85,334744,429857,80945,79,N/A,95,N/A,95,62.1,773925,70.1,1351180,401119,95,234790,92.5,97168,120588,16996,38,671390,264468,1155150,1319663,95,898510,75,334898,482551,80976,85,2366094,197410,244668,1350252,95,915911,70.7,334900,499949,80977,85,2413818,186238,226258,133744,14.6,132512,15.7,89925,18.4,46912,20,62982,67672,3080,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Jersey,18663305,210121,268784,15086426,169850,13759514,198161,7477980,84.2,6738730,95,6281498,70.7,5697731,82.1,11266205,6498300,898800,0,533173,5789080,8763143,1030,2222469,3564579,494002,448,2221773,2981864,493666,428,N/A,84.2,N/A,95,66.6,5332118,76.8,7477980,1564829,95,1327589,90,618197,617832,91414,146,3525756,238948,1264850,7250863,95,6139707,80.6,2222407,3422938,493915,447,14722672,193252,244978,7477119,89.4,6281383,75.1,2222437,3564553,493945,448,15085548,180287,223045,2196050,35,2173374,38.1,1438131,49.4,779133,58.7,987623,1162178,46227,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Mexico,3783885,180457,233430,3456034,164822,3156589,194732,1697420,81,1518118,93.7,1392059,66.4,1255532,77.5,2168405,1432580,182900,0,111561,1420549,1916677,7247,536464,749443,104172,1980,536043,613517,104018,1954,N/A,81,N/A,93.7,62.7,1179148,72.7,1697420,408034,95,343792,91,160900,161034,20862,996,928709,245947,1002070,1642221,91.9,1359358,76.1,536427,716794,104157,1980,3373014,188707,211694,1697244,85.9,1392010,70.5,536448,749419,104163,1980,3455840,174905,191507,548134,39.4,544533,43.4,369702,55,214837,62.5,234289,305955,7809,81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nevada,5089750,165243,213182,4356592,141441,4042356,169312,2154089,69.9,1975298,82.7,1745262,56.7,1617232,67.7,3148150,1690400,251200,0,177425,1522612,2656046,509,582027,997111,166067,57,581924,869234,166019,55,N/A,69.9,N/A,82.7,52.2,1481014,62,2154089,483408,95,403557,81.4,186425,191533,25568,31,1105029,222801,1026220,2113425,80.6,1722640,65.7,582023,974497,166063,57,4292218,163713,194132,2154040,74.4,1745250,60.3,582023,997106,166064,57,4356531,150506,175837,525948,30.1,522989,32.3,371402,45,223291,55.3,221150,295674,9124,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York State,38995275,200453,252801,34625869,177992,31872971,206628,16459191,84.6,14942457,95,14014339,72,12814902,83.1,23855135,13350640,1789500,0,1350407,12696408,20563217,15837,4809801,7993120,1207217,4201,4807225,6797599,1206246,3832,N/A,84.6,N/A,95,67.3,11894723,77.1,16459191,3383367,95,2928755,88.9,1383239,1359750,184149,1617,7985621,242271,1183060,15969524,95,13711473,81.7,4809222,7691094,1207033,4124,33835025,201721,232485,16457585,89.8,14013945,76.5,4809684,7992964,1207112,4185,34623767,188927,212780,4749684,33.9,4709252,36.7,3106633,49.1,1731024,59.1,2111960,2555996,81478,250,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ohio,19786295,169271,217167,16086902,137623,14938296,163957,7096661,60.7,6485661,71.2,6480319,55.4,5973770,65.6,11585255,7259340,941700,0,595472,6180984,9291572,18874,2317575,3625426,532329,4989,2316985,3119819,532085,4881,N/A,60.7,N/A,71.2,52.3,5605069,61.5,7096661,1867590,91.3,1763134,86.2,796853,873592,90243,2446,4814417,235272,966921,6895499,69,6338968,63.4,2317557,3484106,532317,4988,15740702,157396,197849,7096463,64.5,6480290,58.9,2317568,3625410,532323,4989,16086691,146266,179904,2754498,42.5,2733252,45.8,1953620,57,1181975,67,1201647,1504333,48074,444,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
